10;-20;-10;150;30;-10;-10;-50;-40;-20;0;-30;80;10;-10;0;-40;10;-10;-210;-100;-10;0;-90;120;10;-10;60;-130;-50;-10;210;20;10;10;0;-20;-20;-30;20;;;;;;;;;;;;;;;;;;;;;;;;;
40;10;-20;-90;30;-10;10;0;-30;0;-20;10;-20;-30;-20;-10;10;20;0;-70;-20;-10;10;10;-30;10;20;150;90;-10;0;-60;60;50;0;10;90;30;0;20;-20;10;20;90;-130;10;0;-10;-10;10;-20;-20;-30;-20;0;-40;-30;-40;-20;-150;-30;0;-10;-30;
40;30;20;-30;20;40;0;40;40;10;20;160;60;10;0;0;-30;-10;-20;-30;40;-20;-20;10;-10;-30;-40;-140;-20;20;10;-20;-10;0;-10;-30;-30;-50;-40;-10;30;40;30;-50;-20;20;20;70;-50;-50;-30;100;-10;-10;-10;0;40;30;40;10;-10;0;0;-10;
-30;-20;-20;-30;-50;-20;-10;-20;0;20;50;190;90;10;10;0;-30;10;20;130;30;-30;-10;-20;0;-60;-30;-150;-10;20;-10;-60;30;-40;-60;-10;-40;-20;-20;0;-30;20;10;120;60;-30;10;20;20;10;-10;-70;20;-30;0;10;-50;-30;-10;-60;-40;20;-10;-50;
20;60;0;-150;-70;0;-10;30;40;-40;-50;-140;-60;-30;-30;-10;40;20;10;150;60;10;-10;-20;-20;20;0;-20;20;30;-10;80;-30;-10;-20;0;-30;-30;-10;0;-10;10;-10;-130;-120;-30;0;-20;10;40;10;40;40;10;0;10;-30;0;0;40;150;0;0;-30;
80;10;-20;-10;-40;-20;-10;70;40;-10;10;20;50;10;0;20;-30;-10;-10;-70;0;0;10;20;0;-10;-40;-20;-90;-30;-20;-70;80;30;0;-90;-70;-10;0;30;-30;-40;-20;60;30;0;-20;-30;-70;-30;0;-50;20;-10;-20;-50;30;30;10;-220;-80;-10;0;-40;
50;10;-50;-80;-40;-30;-20;90;-10;-10;10;30;50;30;10;0;40;-20;-10;-70;-10;20;-10;0;-10;30;0;50;40;30;-10;10;10;20;-10;-40;20;20;-20;-10;-30;-10;-10;60;-10;-50;-20;10;-10;-30;-20;-150;40;20;0;-30;10;10;-10;-60;50;20;0;0;
10;0;-20;-40;-80;-30;0;10;10;0;10;20;-20;-10;-20;-20;-10;-20;-10;-70;-10;0;0;-10;0;-10;0;90;-50;-60;-20;-30;-110;-30;-50;-120;-90;-10;-10;-80;30;30;20;40;-60;-20;0;-60;20;-30;0;-80;10;-20;0;-40;10;50;10;80;10;10;0;70;
-10;0;-30;-70;60;10;10;-50;-80;-60;-10;-20;-20;-30;-30;-70;0;30;-10;0;10;-10;10;20;-30;-20;-10;120;-40;-20;-30;20;50;0;0;10;60;40;20;10;-50;-20;40;130;80;-20;0;10;20;20;-20;-30;-80;-20;-10;20;60;-10;-10;-110;-30;-10;-20;60;
100;50;30;10;10;-20;-10;70;-10;10;-20;-120;-140;-10;-20;-40;-10;0;0;-20;-10;10;0;20;0;0;0;100;70;0;20;-30;10;10;-10;10;-10;-20;-20;10;-30;-10;10;10;-20;0;10;-10;10;30;0;-20;40;-20;-10;-20;0;20;-10;-80;-50;30;0;-10;
-30;50;10;70;50;-30;-90;10;-40;-10;-40;40;-30;-50;-10;-10;30;-10;-10;-40;-10;-10;20;-20;-50;-40;10;10;50;0;0;60;0;20;30;0;80;30;20;0;-10;0;10;-30;-130;-10;10;30;-30;-30;-30;50;-50;-20;-10;-10;10;20;0;0;70;10;-20;-130;
80;50;0;40;0;-10;0;100;-60;-70;-10;-20;-100;-30;-20;-90;30;-10;-30;-20;30;10;10;100;80;50;10;-10;20;40;20;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
-30;0;-20;-30;-90;-40;0;-40;60;10;-20;-40;-10;10;20;70;60;10;-10;-20;-20;0;0;20;-30;10;-10;-40;20;10;0;50;-20;-10;10;-30;70;30;10;-30;90;50;30;60;90;20;10;100;-20;-10;-40;-100;-140;-40;-20;-30;-90;-20;-20;-60;150;10;-20;10;
40;10;0;30;60;0;-10;20;-100;-40;10;10;-50;-20;10;-50;-130;0;10;-60;-40;-10;0;-190;160;-50;20;70;110;10;10;230;-60;-50;-20;110;-50;-30;-10;30;-20;0;0;40;80;20;-10;0;-30;-70;20;-50;-80;-10;0;-60;-30;-20;20;80;0;-10;-10;-40;
-110;-110;-30;-90;110;-10;-10;-30;10;20;30;20;-30;-10;0;0;40;0;-30;-70;-130;-10;-30;-30;10;-40;-10;-100;-70;-30;-20;190;110;40;-20;50;-60;-30;10;100;70;-30;-20;40;210;20;-20;-10;-40;0;0;40;-20;10;0;30;50;0;0;20;90;-50;-10;190;
-30;-50;-30;10;50;10;20;-40;0;-10;-10;-120;-110;-30;-30;-30;150;30;-10;-190;-140;10;-10;10;-70;-50;-10;230;260;-10;-10;-90;-40;50;0;0;-20;-10;0;10;-110;-40;0;0;40;-20;-20;-120;-20;-20;10;170;90;-10;0;-30;-30;60;30;-130;0;50;20;-40;
70;-40;10;30;140;-20;-20;70;20;-40;20;90;220;0;-10;-10;-30;10;-30;-170;-150;10;-10;-20;-80;-150;-40;20;70;-30;-10;40;-70;-10;-10;30;-100;-30;-30;-90;100;80;-30;-30;190;30;0;50;70;0;0;-60;-250;-10;-10;60;10;-10;20;40;160;40;20;-30;
-90;-20;-50;-90;100;0;-10;-100;-20;20;0;50;60;30;10;0;-70;-100;-50;70;60;-20;-20;0;-10;0;10;20;0;50;20;-40;-30;40;30;60;110;0;0;0;50;0;-10;80;-60;-20;-10;0;-40;30;-10;-90;-50;10;0;-90;80;30;0;60;30;10;20;130;
10;10;20;-20;-80;10;-10;10;-40;-30;-20;-150;60;0;-10;0;0;30;10;140;-60;30;0;-10;-130;-240;-100;-130;-210;-20;-40;80;-140;-30;-20;20;180;-10;-40;20;-20;60;0;0;-10;10;-20;-50;10;-50;-20;-10;20;-30;-20;20;90;130;10;-50;-60;-40;-10;10;
