30;30;0;-10;100;40;0;-10;0;-20;0;10;-110;-20;0;10;10;20;-20;0;-30;-10;0;-20;-30;-90;-10;0;110;30;-20;-30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
-10;0;-30;0;10;0;0;10;0;-30;-10;-10;-50;0;-10;0;-30;-30;-10;-30;-50;-40;-10;-20;-20;-30;0;-20;-110;-10;-10;0;-20;-30;-30;0;40;30;-20;-10;0;-30;0;-20;-20;10;0;20;10;20;0;-10;130;10;10;-20;-10;-40;-10;10;400;60;10;-30;
-10;-50;0;0;-220;-40;-10;0;20;30;0;10;80;-10;0;10;-10;-10;10;40;270;30;10;10;0;20;0;-40;-240;-50;0;0;-20;10;0;-40;-170;0;-10;10;10;10;0;20;120;-20;-10;10;0;-30;-20;0;310;-20;-20;-30;0;30;30;60;-50;40;20;0;
20;10;-20;10;70;0;-10;0;10;10;0;-20;-10;-20;0;0;-40;-20;-10;-30;-160;-30;-10;-20;-40;-30;0;-40;-90;-20;-10;-10;10;-10;-10;-10;30;-40;-10;10;20;40;10;20;-210;0;0;10;0;30;0;30;250;10;0;-20;20;10;-20;-50;-70;-40;-10;-10;
-50;-20;10;20;-60;0;0;0;20;20;-10;0;-150;-10;10;10;-10;-10;-20;-20;-30;-30;0;0;-20;-20;0;-10;-20;-30;-10;-10;10;-30;-10;30;20;-30;-10;0;-70;-10;0;-40;30;10;0;10;-20;0;-30;-30;-50;10;-30;-30;20;0;10;10;70;10;-20;-10;
-30;-30;-30;20;80;0;0;-10;-10;-20;0;10;0;-20;-20;0;0;0;0;-20;30;-10;-20;-30;0;10;0;-20;130;-10;-10;10;-10;0;-20;-20;-80;-10;0;0;-10;0;-20;-10;-10;-10;0;-20;30;10;0;10;-20;0;-10;0;40;-20;0;-10;-20;-10;10;-10;
-30;-40;10;-10;-80;-30;10;10;10;0;-10;10;80;30;-10;0;20;10;10;0;20;0;0;10;-20;0;-30;-30;-90;0;0;10;20;20;10;10;-130;-20;0;20;10;-30;-20;-20;80;-20;0;0;-10;0;-20;20;30;30;-10;-10;0;10;10;10;-30;-40;0;0;
-10;-20;0;-40;-180;-10;-10;-10;-10;-10;0;-10;40;-10;-10;-10;-10;10;10;0;20;-10;20;-10;-40;-50;-30;-10;-80;-10;-10;-10;-40;-20;-20;-10;70;-20;-10;-10;0;-40;-20;30;10;10;-10;-10;-10;0;0;-10;-60;20;10;0;-10;0;-20;-40;-60;0;0;-20;
10;20;10;10;40;0;0;0;-10;10;10;10;-10;-30;-20;-20;10;-20;-20;0;0;-20;0;-10;0;20;20;10;0;-30;0;10;20;-30;-20;-20;0;0;-10;30;10;-20;-10;-20;-40;-20;-10;-10;-10;-40;-20;20;-140;-50;-10;10;-20;20;-10;0;10;-10;-20;-10;
-20;20;-10;30;-20;20;0;0;-40;-10;0;20;80;-30;-30;-10;0;20;30;-30;-120;10;0;0;10;30;-10;0;140;0;-10;0;30;-20;-10;0;-40;30;10;0;-20;-10;0;-10;70;-20;10;0;-10;10;-10;30;60;0;0;-10;10;20;10;10;70;-10;0;0;
20;10;10;10;90;10;10;-20;-20;-20;20;-10;30;-20;-10;-10;0;20;-10;-30;-50;-30;0;-20;0;10;-30;10;60;-20;-10;-10;30;0;-20;-20;-150;-20;-10;0;-30;-20;-10;0;260;50;10;-10;-40;-40;-40;-20;10;-20;-30;10;20;40;-10;-30;-130;-10;0;10;
-10;-20;-20;-10;-30;10;20;-10;-30;0;0;0;60;-10;-10;-10;10;0;10;0;-70;10;10;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
-20;20;0;-30;0;0;-10;20;-10;10;10;-30;-120;-40;-20;0;30;0;0;10;70;20;0;0;-40;-20;-10;0;-100;0;-20;-20;30;-10;-10;0;90;10;0;-10;-10;-20;-20;-10;-60;-10;-10;-10;0;20;0;10;-20;10;-10;-20;-10;-10;0;10;250;40;10;-10;
20;20;20;0;-80;-20;20;10;-10;-30;-40;-30;40;60;0;0;-10;10;40;40;-70;10;10;0;-40;-30;-20;10;30;0;-20;-10;20;0;-20;-20;40;0;-20;-10;0;30;10;0;-30;-20;0;-40;10;-30;-10;20;10;0;-20;20;10;-30;0;0;70;-10;0;20;
