1.327166,-3.640836,-1.028454,-1.316157,-0.193540,0.138553,3.446495,0.777514,0.589473,0.831455,-1.156643,-0.632844,1.341002,1.184691,-1.701984,-0.507198,-1.563920,-0.503383,-0.787086,0.652805,0.601807,0.663227,-0.533285,-0.045154,2.304442,0.773404,0.504001,0.889863,0.528247,-0.137403,0.392006,0.168014,0.030521,1.354371,0.804198,-0.219230,0.602121,2.472528,1.427217,-0.165244,-1.600177,-0.277781,-1.039652,-0.366596,-0.556695,-2.146797,-1.538027,-0.151059,-0.697531,-0.949256,-0.754907,-0.488187,0.554208,-0.869649,-0.712722,0.428062,1.359351,1.298665,0.442807,0.628176,-0.187481,0.620570,0.131900,0.624178
2.820249,3.269701,0.960484,0.368820,0.578584,0.870632,-0.108857,2.827730,-3.220684,-1.180843,0.184398,-0.357592,-2.894129,-3.277725,-1.869020,-1.997563,-3.498671,-1.865301,0.205230,-0.620560,-1.751858,-3.005348,-1.554311,-0.977439,1.969951,-0.284215,-0.727153,-0.342755,-0.201931,0.632901,-0.716092,0.355956,-0.187605,-2.579180,0.108019,-0.219230,-1.017243,-1.420246,-0.023836,-1.128927,-2.221173,2.494571,1.077856,0.067111,-0.556695,-1.640657,-0.113825,0.681604,-0.371021,1.216901,1.133736,-0.209840,-1.673892,-4.303748,-4.650069,-0.497939,0.925726,-1.568234,-0.811695,-0.769819,-1.378351,-1.599714,0.627157,0.151984
1.433815,-0.229305,0.119010,0.930479,1.350708,0.138553,-1.209323,1.057089,-1.421443,0.393999,-0.131141,-0.495218,0.570978,0.397206,0.302450,-1.066085,-3.283699,-0.321794,0.357894,-0.196105,-0.967303,0.401186,-0.363115,-0.790982,0.408994,-0.460484,-0.111576,0.342033,-0.567019,-0.137403,-0.289900,0.355956,3.847723,-0.219050,-0.278747,-0.077894,-1.017243,-0.901210,-0.668748,-0.165244,-1.289679,0.155399,0.607299,0.934526,0.558289,0.383904,-0.616484,0.033977,-0.262184,1.216901,0.268108,-0.070666,-0.188492,0.356815,0.125011,0.150261,0.275288,-1.120281,-0.106037,0.488376,1.003389,0.373871,-0.693528,-0.225772
0.154029,1.520198,0.348503,0.509235,0.192522,0.138553,0.483701,0.125172,-0.574742,-1.005860,-0.604449,-0.082340,-0.199046,0.134711,0.135414,-0.320902,0.370831,1.040125,0.815887,0.228350,2.170916,0.925268,-0.192944,0.048075,-0.036994,-0.813024,-0.881047,-1.027543,-2.392462,0.119365,-0.119424,-0.207871,0.030521,-1.530233,-0.665514,-0.784576,-0.207561,0.655900,-0.265678,0.509334,0.780307,3.274295,2.018971,0.789957,2.416596,1.143114,0.053728,1.051676,0.390836,1.036387,0.189415,1.042725,0.925558,-0.133770,0.125011,-0.775739,-0.483556,-0.851510,0.285994,0.348577,-1.378351,-0.366223,-0.198272,-0.603527
0.154029,0.732922,0.272006,0.930479,0.192522,-0.105474,-1.717231,-0.247594,0.166122,0.393999,1.525439,-0.082340,0.185966,-0.127785,-1.701984,-0.041459,0.263345,0.858536,0.968551,0.511320,0.601807,0.139144,-1.043798,-0.045154,0.074503,-0.724889,-2.573884,0.478990,0.528247,0.376133,2.522965,-0.019929,0.575836,0.829897,-0.124041,1.476808,0.197280,0.915418,-0.185064,0.027493,-0.151187,-0.017873,0.842578,0.067111,0.929950,-0.122237,-0.281378,-0.058541,-0.371021,0.314335,1.291123,-2.019100,-0.559842,-0.624356,-0.796496,-0.034939,0.058476,-1.120281,-0.968507,-0.070822,-0.187481,0.127173,2.938355,0.246423
0.473975,1.257773,-0.339975,-0.333253,-1.351727,0.138553,0.483701,-0.899936,1.012823,0.656473,-0.604449,0.192912,0.955990,1.184691,-0.115140,0.796872,-0.059114,0.313768,-0.252762,-0.054620,-0.182748,0.139144,-0.022773,0.327760,-0.594479,-1.165564,0.427054,-0.068840,-0.567019,-0.137403,-0.630854,-0.301842,-0.405731,0.218012,-0.897573,-0.077894,0.197280,0.915418,1.507831,0.220230,1.711800,-0.884233,-0.255390,0.067111,0.558289,0.383904,-1.119144,0.311531,1.370366,1.758440,-0.204053,-0.209840,0.182858,-0.133770,-0.796496,0.335461,-1.567619,-1.657825,1.148464,0.068978,-0.584438,-0.119525,0.296985,-0.603527
-0.059269,-0.579206,-0.033985,0.087991,-0.579602,-0.349500,0.229748,-0.061211,-0.151391,0.044034,0.263283,0.330538,-0.584057,-0.390280,-1.117358,-0.041459,-0.166600,-0.140205,-0.252762,0.086865,0.601807,-0.122897,-0.448200,-0.604525,0.186000,1.302213,0.427054,0.615948,1.623512,0.376133,0.818198,0.543898,0.684898,-0.393874,-0.278747,0.204779,0.197280,0.136863,0.218006,0.123861,-0.047688,-1.404049,0.372020,0.067111,-0.556695,0.130834,0.388834,0.404049,-0.479858,-0.497974,-0.204053,-0.070666,-0.188492,-0.133770,0.041237,0.150261,-0.049931,0.044396,-0.184444,-0.070822,-0.187481,0.127173,-0.198272,-0.603527
-0.059269,0.033121,-0.263478,-0.894913,0.192522,-0.837554,-0.193508,-0.340786,-0.363066,-0.043457,0.421053,1.431547,0.570978,-0.127785,0.302450,0.331133,0.155858,-0.049410,-0.252762,-0.903530,-1.359580,-0.384938,-0.022773,-0.511296,0.074503,0.068325,-0.111576,2.259439,0.528247,0.119365,0.392006,0.355956,-0.078542,-0.044225,-0.124041,-0.925913,-0.612402,0.136863,-0.023836,0.027493,-0.151187,0.068763,-0.490668,-0.655735,0.558289,0.890044,0.053728,-1.538830,-0.371021,-0.136948,-0.204053,0.625204,-0.559842,-0.379063,-0.377629,-0.775739,-0.266743,-0.224375,-0.419663,-2.028015,-0.981394,0.127173,0.049357,-0.509088
-0.485864,0.557971,0.425001,-0.052424,-1.737789,0.138553,0.399050,0.125172,0.589473,-0.305931,-0.367795,-0.082340,0.955990,-0.390280,0.051896,-0.134607,0.800775,0.222974,0.434226,0.369835,1.778639,0.925268,-0.192944,-0.138382,-1.040466,-0.284215,-0.111576,-0.068840,-1.662285,-0.394171,0.051053,-0.395813,0.357710,-0.131637,-0.124041,0.487452,0.602121,-0.122655,0.056778,0.027493,0.469809,0.848487,0.136742,-0.222027,-0.185034,0.130834,-0.448931,-0.243577,0.281999,-0.046691,-0.990987,-0.905709,-1.302542,-0.379063,-0.377629,-0.220139,-0.049931,-0.045194,0.129182,0.068978,0.606433,-0.366223,-0.776071,-1.075722
-4.111924,0.295546,0.272006,-0.894913,-2.509913,-0.593527,-1.124672,-1.365894,1.012823,-1.355825,0.184398,0.055286,-1.354081,-0.652775,0.218932,0.424280,2.413068,0.404563,0.128898,-0.054620,0.601807,0.139144,-0.022773,0.980360,-2.378430,-0.019810,-0.034629,0.068117,-0.567019,-0.650939,0.392006,1.389638,-1.496360,0.742485,-0.201394,-0.077894,-1.422084,-0.122655,0.298620,-0.165244,0.573308,0.155399,-0.020111,0.645388,2.788257,0.130834,0.053728,0.496567,0.935019,-0.497974,-0.204053,-0.905709,-0.188492,0.356815,0.208784,-0.405339,-1.459212,0.402759,0.599620,0.208777,1.400346,-0.612921,-0.445900,-0.320211
-0.165918,-0.579206,0.042513,-0.333253,-0.579602,-0.105474,0.483701,0.218364,-0.151391,-1.180843,-0.288910,-0.082340,0.185966,0.134711,-0.532731,-0.227754,0.155858,-0.230999,-0.329094,-0.054620,0.994084,0.663227,-0.448200,-0.231611,0.297497,0.068325,0.042318,-0.479713,-0.932108,0.119365,0.903437,0.168014,-0.078542,-0.044225,0.185372,-0.077894,1.006962,0.655900,0.218006,-0.068875,-0.047688,0.155399,-0.020111,-0.077458,0.558289,-0.628377,-0.030048,0.496567,0.064326,-0.497974,-0.361440,-0.488187,-0.931192,-0.869649,-0.293856,-0.220139,0.492101,0.581940,-0.106037,-0.350421,-0.187481,1.360664,0.462071,0.057545
1.007219,0.033121,-0.645966,-1.316157,-1.737789,-0.837554,0.060445,0.870706,-0.045553,0.306508,0.894361,-0.082340,1.341002,1.972176,-0.031622,-1.345528,-0.274086,-0.049410,0.205230,0.794290,1.386362,0.401186,-0.022773,0.420989,1.077975,0.332730,0.965684,0.889863,0.163158,0.376133,-0.119424,-0.395813,-0.187605,0.043187,0.340079,2.183491,1.006962,0.396382,0.379234,0.894808,0.676808,-0.017873,-0.255390,-1.234011,-0.928357,-0.375307,-0.030048,-0.521131,0.064326,0.043565,-0.440133,-1.323231,0.182858,0.356815,-0.545176,-1.979540,-0.049931,-0.224375,-0.498069,1.327173,0.209476,-0.612921,0.379528,2.890711
-0.059269,0.295546,0.730991,1.211309,-1.737789,-0.349500,0.822306,0.311556,0.271960,-0.130948,0.578822,1.569173,0.570978,-0.390280,-0.532731,-0.786641,0.478317,0.041385,-0.787086,-1.327985,0.209529,0.663227,0.147398,0.514217,-0.594479,-0.019810,-0.265470,0.615948,-0.932108,-0.650939,-0.204662,-0.301842,-0.732919,-0.481286,-0.510807,-0.784576,0.197280,0.136863,0.056778,-0.743453,0.987305,-0.191145,-0.961226,1.657372,1.301612,-0.122237,0.053728,0.866640,-0.806368,0.133822,0.189415,-0.488187,-0.188492,0.111522,-0.042536,-0.590539,0.058476,0.133987,0.678026,1.886371,2.988173,1.854060,-0.033186,0.057545
-0.379215,1.520198,-3.476378,-0.052424,-0.193540,-0.349500,0.568353,0.218364,0.589473,2.581279,1.998748,0.330538,-0.199046,0.922196,-0.616249,-0.041459,0.800775,1.948071,2.800519,0.794290,0.209529,-1.171061,-1.043798,0.048075,0.074503,0.861539,0.580948,-0.479713,-0.567019,-2.705085,0.392006,-0.207871,-0.078542,0.043187,-4.378470,-0.219230,-0.207561,0.655900,0.862918,0.798439,0.366310,0.068763,-1.039652,-0.222027,-0.556695,0.383904,-0.113825,-0.058541,1.588039,4.195366,3.337153,0.207682,-0.188492,-0.379063,-0.377629,0.057661,-1.133994,-1.926597,-0.811695,0.488376,1.400346,-0.119525,-0.528443,-0.509088
0.047380,0.557971,-0.416473,-1.035327,0.192522,0.138553,1.160911,0.031981,-0.257229,-1.268334,-2.497684,-2.559608,-0.584057,-0.915270,-1.033839,-0.227754,0.370831,0.949330,1.579207,0.369835,-0.575025,0.663227,-0.363115,-0.045154,0.186000,0.420864,-0.034629,0.342033,0.893335,-0.394171,0.221530,0.074043,0.357710,0.742485,-0.278747,-1.632595,-0.612402,-0.122655,0.056778,-0.068875,0.055812,1.628211,0.372020,2.524786,-0.556695,0.383904,0.388834,0.219013,-0.044511,0.494848,2.314138,1.877769,0.925558,-0.379063,-0.126309,-0.034939,0.166882,-0.493147,-0.262850,0.348577,0.209476,-0.119525,0.131900,0.151984
