-4,2,5,0,-4,-1,-6,-20
-1,0,-2,1,0,1,-5,-17
-1,1,0,-2,1,1,0,-4
-3,-6,-9,-2,4,-5,8,18
-2,3,12,3,0,3,0,-34
-3,-1,-24,-5,-2,5,-6,5
0,-4,-4,-2,-1,1,7,-1
-4,3,30,10,2,-3,-7,-8
2,-1,7,-8,3,-5,-9,45
0,-2,-38,-19,5,-5,5,-17
-7,-15,-3,4,-3,-6,8,7
2,2,14,11,6,-3,-29,-33
9,1,5,-7,-8,-1,42,93
-10,1,-11,-2,-2,6,-8,-111
-4,8,30,-2,-6,0,-27,52
-3,2,16,-2,-2,1,2,8
-5,4,8,7,4,3,-17,-13
7,-8,49,6,1,-1,22,94
-2,-4,-38,-10,4,7,12,-50
-3,-7,-11,-1,-5,-1,-15,5
1,-5,20,0,-1,0,1,-31
-4,-8,-10,-3,0,-1,-1,-6
-3,15,7,6,2,-4,-16,-18
2,-4,-21,-5,0,-2,6,18
-4,-3,-1,-5,-6,-5,-8,-42
0,-6,3,2,-6,-1,-7,26
-2,-3,-24,-8,-9,-4,7,-12
5,-2,-3,1,-3,-1,28,97
-19,-11,-24,-11,-1,-3,-37,-116
30,9,7,-2,7,2,44,123
-25,-8,-11,-1,-3,-2,-50,-70
-5,-1,-4,-2,3,5,-10,39
-2,3,8,1,0,-2,-3,30
-3,-1,-33,-13,-6,3,-5,25
10,-6,-14,-2,-2,-10,19,5
2,-2,-4,4,0,0,10,-14
-1,1,-6,-2,2,-10,-10,-4
-6,-1,9,6,0,-7,-13,-37
6,-5,-5,4,4,5,18,27
-4,-2,1,0,0,1,-12,-33
6,0,9,0,3,4,10,15
-6,8,0,-11,-4,0,-7,-33
-1,-15,-6,-5,0,1,2,22
5,-2,-2,-2,-2,-5,5,-3
-7,-1,1,12,-4,-1,-7,-61
3,-2,20,-10,-3,2,9,29
-2,9,22,0,-8,-2,-8,8
-1,-12,-23,-11,-1,-1,-4,2
-2,-10,-5,-4,-3,-8,1,31
-9,-6,-19,9,-2,-6,-9,-9
8,11,17,3,0,1,20,40
1,-3,-4,1,-4,-3,-8,-9
2,6,-3,-3,-2,3,-4,13
-6,-15,-3,-1,-2,-4,-7,-28
0,3,-2,2,1,-2,-3,-2
-3,6,7,9,3,-1,2,-10
-5,-27,-16,-6,3,2,-5,-5
-5,54,7,-5,-3,1,-8,-12
0,-29,-5,-2,3,0,4,-3
0,-7,4,-11,-5,-2,7,-1
1,10,-3,1,-3,-4,5,15
3,-14,2,2,-1,-6,-9,-12
-2,4,-7,-4,-1,-3,3,3
-2,13,1,7,-2,2,6,6
1,-55,-10,-3,2,4,-4,0
0,30,16,4,-2,-4,-9,-11
1,22,-14,-11,-4,-3,-3,-3
-3,-39,-14,2,3,0,1,1
-1,21,1,2,-4,4,-1,-2
-2,-24,-5,2,4,2,-4,-3
4,12,10,-1,-3,-3,4,7
-2,10,8,-6,-6,-5,-2,-2
2,-1,2,-3,-2,-2,-3,3
2,1,-10,1,0,3,0,1
4,6,8,8,6,2,0,2
1,-4,-13,-3,4,-2,2,-1
-9,-14,-62,-22,-5,-5,-6,-5
-4,-5,0,0,0,-5,-2,-3
-5,-5,-6,-1,2,-2,3,-3
1,7,7,5,1,-3,0,0
1,17,15,3,1,-4,3,3
-1,-15,0,10,1,-2,-4,-2
-3,-15,-13,-18,-5,0,-3,0
3,45,11,2,-10,0,2,2
-2,11,-16,1,7,0,-3,-3
-6,-22,23,-5,-10,-2,0,-4
0,-26,16,4,-2,1,-2,-1
0,5,30,3,8,6,-3,-2
-1,4,10,9,-1,3,-1,-1
-2,-4,-53,-5,0,1,2,-3
-3,-22,-1,-6,-2,-6,1,-1
-5,-17,-5,-23,-5,-4,-2,-3
1,32,29,1,1,3,-1,-2
0,45,7,5,-1,0,-3,1
2,15,-3,13,0,5,1,4
-11,-33,-35,-25,-19,-9,-3,-5
4,25,89,10,-4,-2,-2,-1
-5,-27,-13,-7,-2,-2,-2,-4
-2,1,-22,1,0,1,-1,-3
3,6,22,16,6,3,-1,1
-2,-18,-27,-4,-2,0,-2,-1
0,11,15,-2,-3,0,2,-4
-1,15,8,0,-1,1,0,-5
1,-5,-5,2,2,0,1,0
-1,-4,8,-2,-7,-4,1,2
-3,-11,-22,-17,-3,0,-2,0
-11,-24,-26,-9,-1,-2,-1,-5
1,8,13,2,1,0,-2,-6
1,8,2,5,3,-2,-2,-2
3,-24,3,9,3,-1,0,0
-1,21,-10,-10,-6,-6,0,-2
-4,-6,-12,1,0,-5,1,0
3,10,0,2,-5,-3,-3,0
2,-18,10,-4,-8,-2,-2,2
2,0,-31,-18,2,4,-1,-4
-13,-15,10,16,3,1,-1,-7
