0,-7,-8,-4,-11,-5,-2,-2
-3,-10,3,3,13,2,1,-1
0,7,5,1,-2,0,0,-1
-1,5,12,1,-3,-2,0,-1
-2,-10,-15,-7,-1,0,-1,-1
1,2,23,-4,-7,-5,-2,-1
-4,-3,-5,-5,-2,1,-1,-2
1,-6,6,19,-1,-3,-2,-3
-4,0,0,-15,7,2,-2,0
-2,0,-20,3,-2,0,0,-1
-2,1,-3,-5,-6,-2,-3,-1
0,6,-6,-16,-8,-1,-1,0
1,-1,11,1,5,1,-1,1
-3,-11,6,12,1,0,-1,-3
-1,2,-7,-12,-9,-5,-3,-3
1,4,-9,4,3,1,-1,-1
-2,-11,1,-4,-3,-1,-1,0
-1,5,-3,-8,1,-1,-1,0
-3,-3,-14,5,-11,-6,-3,-2
-1,2,13,-5,3,3,1,1
-2,-5,-6,-1,0,-1,0,-1
-1,6,-6,5,1,-1,0,-2
2,20,45,7,5,1,0,-1
-3,-21,-25,-11,-3,-1,-1,-1
-3,0,-20,1,-5,-3,0,-1
-2,-6,17,6,-8,-7,-2,-2
-1,-9,-19,1,27,10,3,1
0,14,7,0,-6,-2,-1,-1
0,-19,-8,-7,-5,-1,-1,-1
0,1,-21,-13,-9,-4,-2,0
-1,-7,-2,7,1,-3,-2,0
1,-2,-18,-11,5,3,-1,-1
-3,10,10,-1,-3,-3,-2,-4
-1,1,18,7,6,-1,-2,-1
-1,-15,-19,-2,-2,-1,0,-2
-2,5,12,1,-1,-5,-1,0
0,8,6,-1,-5,-1,-2,-2
0,10,4,-8,-8,-2,0,-1
-3,-9,2,1,7,1,0,-1
-2,2,7,2,-9,-4,-4,-1
-1,-1,-1,4,3,1,-1,-1
0,1,5,-7,-4,-1,-2,-1
0,-8,-34,-11,-5,-4,0,-1
-2,-2,1,-3,-8,-5,-2,-1
-1,1,2,13,16,4,2,1
-4,-1,-7,-4,-4,-1,-2,-1
-1,2,-2,-7,-4,0,-2,-2
-2,-4,1,3,-1,-2,-2,-2
-2,-8,-2,-1,2,0,-1,-1
0,6,10,1,1,-1,0,-1
-2,-4,-11,1,-2,-1,-1,0
0,14,5,-1,-2,-2,-1,0
0,-22,8,-5,-4,0,0,0
-3,-6,-48,-19,4,2,-1,-2
-2,3,26,10,-5,-3,-3,-2
-1,-2,-1,1,-2,-4,-2,0
0,13,6,5,-1,0,0,1
-1,-4,0,7,10,0,-2,-5
-1,-31,-17,-5,-4,-3,-2,-1
-1,0,-13,-3,-4,-2,-1,-1
-1,1,-10,-9,-13,-6,-3,-1
2,2,0,3,6,4,1,0
0,-7,28,6,-1,-2,-1,0
-1,-4,-20,-5,8,1,0,-2
-2,9,1,-4,-4,-4,-3,-1
-1,-13,6,2,-7,-5,-2,-2
-2,7,-4,-17,-9,-4,-2,-2
1,1,1,12,1,1,0,-2
-2,-8,-10,-7,4,0,0,-1
-2,-14,-2,-3,-2,0,-2,-1
0,10,0,-6,1,-1,-1,-2
-1,-1,10,-2,-4,-1,1,0
0,14,0,-17,-5,-2,-1,-1
-2,-14,10,1,-13,-5,-3,-3
-2,-7,-27,16,21,6,-1,1
-2,-2,7,-3,4,1,-1,-1
-4,-7,11,10,-4,-3,-2,-3
-1,3,-2,-17,-9,-2,0,1
-6,-10,-9,3,-12,-4,-2,-1
1,-7,2,-8,6,-1,-2,1
-1,5,3,-7,-6,-4,-3,-3
1,2,34,18,13,5,1,-1
-1,8,-10,-4,6,-1,-1,-1
-1,1,12,9,-4,0,-2,-1
0,-3,10,8,-4,-1,1,0
-3,16,-45,-18,-5,-3,-2,-3
-1,7,16,-7,-2,0,-1,-2
-3,-14,9,5,0,-1,-2,-2
