-13,-34,-12,-19,-4,-14,-2,-3
2,-17,6,3,-5,6,-3,-6
3,-41,-27,-18,-3,-1,1,5
-11,29,10,14,1,-11,-2,-6
-3,-9,19,8,4,-7,2,3
-2,-3,4,5,1,-1,0,-2
1,11,7,6,0,-7,-1,-5
-2,25,2,-34,-4,-3,-3,-5
-20,76,-12,12,-1,-7,-1,-4
-5,78,26,-12,-2,-8,-5,-1
3,0,8,13,1,-4,-1,-6
-12,9,3,-7,-1,2,-1,5
-1,-38,-17,-5,-1,-10,-2,-8
-3,-20,-5,-15,-2,5,1,-2
-9,-9,-25,5,-4,-3,-3,-8
1,-20,-2,-9,-5,-18,-5,3
-1,-29,16,-5,1,-2,-1,-7
13,-40,-3,9,0,3,-2,-9
-3,4,11,3,1,-4,2,8
-2,-25,-28,-35,-3,4,-2,-6
-9,-4,-19,6,-5,-2,-5,-9
3,19,14,9,2,0,3,17
-3,37,-5,-7,0,10,-2,-1
0,13,-2,13,2,5,1,-2
6,-57,-20,-48,-8,0,-6,-1
-8,34,4,-11,1,-4,1,2
-1,-8,-4,11,-1,-1,-1,-6
0,19,15,3,6,3,-1,7
-1,9,-38,-7,-10,2,-4,-4
9,-34,-9,-10,-4,0,-1,-5
-8,-19,4,0,-3,-1,-2,2
23,-28,-16,14,2,15,2,0
1,41,3,1,1,2,1,6
3,-65,-6,-20,-6,1,-6,-12
-15,25,-4,2,1,3,0,4
3,7,1,-6,-3,-14,-2,-3
2,7,9,11,1,-4,1,12
-2,2,6,20,5,6,-2,-9
-3,26,-30,-14,-2,-2,-5,-8
-14,13,3,-19,-7,-9,-3,-1
4,36,25,21,6,4,2,1
-6,28,-11,5,-2,-7,0,6
3,-3,19,12,4,10,0,0
2,20,-10,-1,-4,-8,-2,-8
3,-7,6,-9,-1,10,-1,-2
-8,18,-6,16,0,-1,-1,2
3,-25,-14,-39,-6,6,-1,-4
-6,-6,-1,11,-2,4,0,3
1,27,7,13,-1,-6,-1,-1
2,-47,12,-2,-1,-5,-2,-1
2,4,-3,4,0,-2,0,3
-2,-4,-5,-2,1,3,0,-1
-11,30,5,11,0,-6,-1,-2
-5,94,-16,0,-1,-7,-1,0
2,-27,7,5,-1,-1,-4,0
-4,18,4,8,0,-2,-3,0
-2,-39,-21,-28,-4,-9,-2,-3
-4,24,1,-4,-2,8,-1,2
1,-16,-5,1,-2,-3,-2,-1
-11,53,5,0,-1,-3,-1,-2
4,2,0,10,2,-1,0,1
0,-25,-6,-8,-2,12,0,-1
-2,11,-12,-15,-2,8,0,-1
-3,-23,-8,-4,-6,-3,-2,-4
6,-16,4,6,2,-3,-2,-3
1,-8,-8,-11,-1,4,-1,0
2,-11,12,8,4,-4,1,1
4,-5,-13,-7,-2,4,0,6
0,-20,1,9,-2,10,-2,-2
0,9,5,-1,-2,-4,-5,-6
-3,2,-5,-2,-3,-2,-2,-6
-5,-18,-13,-5,2,-3,-2,-3
2,39,4,6,0,-8,4,7
-11,36,-4,-2,-3,6,2,1
-2,33,11,5,-2,-8,0,0
29,-54,-2,-12,-2,-6,-2,1
3,-10,13,2,0,-6,-1,-5
0,29,-5,-2,-3,-5,-10,-12
-8,10,12,3,-7,-14,-3,-3
-19,14,11,-1,1,-5,0,1
-1,-8,1,-6,-1,-7,0,2
14,-29,-5,0,-5,-17,-5,-6
3,-47,-4,1,-1,1,1,2
-11,-25,-3,-4,-2,2,-2,-1
5,-37,9,-3,-2,-5,0,3
-10,12,1,-1,1,-6,3,1
-2,-2,-8,-7,-3,3,-3,0
